2.480544,3.231487,0.05669276
0.05452923,0.02728793,0.02728793
0.0480273,0.1174049,0.1174049
0.05338197,0.1174049,0.1174049
0.05900212,0.02728793,0.02728793
0.04638779,0.1174049,0.1174049
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.164094,9.818231,0.1033498
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.04906354,0.05317285,0.05317285
0.04274769,0.1974768,0.1974768
11.99574,36.22337,0.1372097
4.321249,12.08591,0.1285735
5.724619,14.23378,0.112077
4.126479,4.545193,0.04994717
10.45786,31.4619,0.1350296
6.324775,17.23827,0.1231305
2.197761,2.813912,0.05862318
4.991275,16.61059,0.149645
4.304918,9.8859,0.1040621
2.10297,3.324013,0.07072369
1.74037,3.631912,0.09312594
4.479913,16.72341,0.1689233
3.902106,13.81504,0.1587935
11.97253,33.21681,0.1258212
10.69607,28.82392,0.1216199
9.093614,31.47106,0.1573553
6.890237,23.22855,0.1538315
8.688822,24.66132,0.1284444
6.039,23.65812,0.1752453
5.391377,16.54527,0.1402141
5.29159,15.58311,0.1331889
4.577032,14.61047,0.1475805
4.798481,15.85024,0.1495306
6.964545,25.69245,0.1679245
