0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.0553316,0.01603732,0.01603732
2.070466,0.585665,0.01246096
2.795772,0.7758745,0.01293124
0.0589634,0.01751176,0.01751176
0.06361605,0.02364203,0.02364203
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6.364257,2.526894,0.01792124
4.425116,0.8378273,0.008637395
3.173189,0.8491824,0.01213118
3.999312,1.20995,0.01359495
2.421413,0.6401579,0.01207845
2.707508,0.9513013,0.0155951
2.740057,0.8291984,0.01405421
5.120703,1.400571,0.0119707
1.320856,6.545052,0.08965824
7.763126,182.8638,0.4010171
